gen_vendor_normalized,total_entries,total_contracts,total_amendments
PETROVALUE PRODUCTS,788,777,11
HONEYWELL,788,695,93
CBCI TELECOM,775,722,53
SIEMENS,772,659,113
ADVANCED CHIPPEWA TECHNOLOGIES,766,625,141
IBISKA TELECOM,764,542,222
HAWORTH,758,719,39
STEELCASE CANADA,741,720,21
DALIAN ENTERPRISES,736,585,151
AECOM,732,529,203
LIFE TECHNOLOGIES,721,656,65
PANASONIC,693,597,96
BOMBARDIER,668,634,34
ADIRONDACK TECHNOLOGIES FURNITURE,668,638,30
GRAND TOY,650,614,36
KNOWLEDGE CIRCLE,646,513,133
IT NET CONSULTANTS,645,432,213
EMERION,628,372,256
COMPUCOM CANADA,627,509,118
STONEWORKS TECHNOLOGIES,621,589,32
TPG TECHNOLOGY CONSULTANTS,612,357,255
TRM TECHNOLOGIES,610,471,139
SYSTEMATIX SOLUTIONS,609,408,201
LIONBRIDGE,609,410,199
BDO CANADA,604,490,114
EBSCO CANADA,603,471,132
WATERS,591,582,9
DILLON CONSULTING,577,486,91
CACHE COMPUTER CONSULTING,563,341,222
EXXONMOBIL AVIATION,562,561,1
ASOKAN BUSINESS INTERIORS,552,515,37
DISCOVERY AIR DEFENCE SERVICES,549,546,3
MTS ALLSTREAM,548,474,74
UQSUQ,547,538,9
ARI FINANCIAL SERVICES,544,464,80
MISHKUMI TECHNOLOGIES,533,516,17
FISHER SCIENTIFIC COMPANY,528,521,7
PROCOM CONSULTANTS,528,367,161
DYNAMIC PERSONNEL CONSULTANTS,524,388,136
ULTRAMAR,522,517,5
BARBARA PERSONNEL,522,401,121
LEVITT SAFETY,520,495,25
ERNST YOUNG,516,389,127
MLS OVERSEAS,512,437,75
AMEC AMERICAS,511,438,73
ECOLE DE LANGUES LA CITE,509,440,69
GFS,507,506,1
DAIMLER,503,496,7
INSIGHT SOFTWARE CANADA,503,492,11
BAYSHORE HEALTHCARE,500,364,136
4 OFFICE AUTOMATION,493,317,176
ST JOSEPH PRINT GROUP,490,468,22
KPMG,488,408,80
CBCL,482,371,111
SUTHERLAND EXCAVATING,482,437,45
AMTEK ENGINEERING,481,278,203
THERMO FISHER SCIENTIFIC,475,460,15
BRAINHUNTER,474,346,128
ATCO,474,324,150
OEI KRUEGER,473,466,7
CHASE OFFICE INTERIORS,472,466,6
TJ NOLAN CONSTRUCTION,467,429,38
CONEXSYS,463,412,51
TOTEM OFFISOURCE,458,443,15
SAS INSTITUTE,456,426,30
TURTLE ISLAND STAFFING,454,339,115
INTEGRA NETWORKS,454,416,38
CTI WORKING ENVIRONMENTS,453,436,17
VENTURE HEALTHCARE,452,311,141
AFN ENGINEERING,451,356,95
CARDINAL HEALTH CANADA,450,429,21
MCELHANNEY ASSOCIATES,446,344,102
HYPERTEC,445,410,35
PROLOGIC SYSTEMS,441,352,89
GENIVAR,438,325,113
SOLUTIONS STAFFING,430,257,173
SAP,428,338,90
GREAT SLAVE HELICOPTERS,426,388,38
TESTFORCE SYSTEMS,425,394,31
GENERAL ELECTRIC CANADA,424,394,30
ADRM TECHNOLOGY CONSULTING,423,268,155
CISTEL TECHNOLOGY,419,303,116
ENGLOBE,415,321,94
CANADIAN HELICOPTERS,415,382,33
NISSAN CANADA,415,379,36
ILLUMINA CANADA,414,368,46
LUMINA IT,414,269,145
AMEC FOSTER WHEELER AMERICAS,413,320,93
L3 COMMUNICATIONS,410,340,70
TOYOTA CANADA,408,391,17
PODOLINSKY EQUIPMENT,407,390,17
BC CONSERVATION FOUNDATION,405,288,117
ONX ENTERPRISE SOLUTIONS,405,361,44
ECOLE DE LANGUES DE LESTRIE,403,380,23
ALPINE HELICOPTERS,401,397,4
STERLING FUELS,399,383,16
PORTAGE PERSONNEL,392,282,110
IMPERIAL CLEANERS,389,323,66
MULTINATIONAL LOGISTIC SERVICES,389,379,10
CANADIAN MARITIME ENGINEERING,386,305,81
COLT CANADA,384,336,48
WESCO DISTRIBUTION CANADA,383,368,15
VMWARE,381,310,71
CANADIAN LEASEBACK,377,230,147
KNOWLEDGE CIRCLE LEARNING SERVICES,375,333,42
ANIXTER CANADA,371,357,14
BROOKFIELD ASSET MANAGEMENT,371,343,28
FRANZ ENVIRONMENTAL,369,323,46
MAXSYS,369,311,58
SYSTEMSCOPE,368,272,96
BLACK MCDONALD,364,254,110
AJILON,362,337,25
TIREE,361,238,123
JOHNSON CONTROLS,361,307,54
KROMAR PRINTING,358,354,4
MASHA KRUPP TRANSLATION,357,173,184
MEGA TECH,353,299,54
DST CONSULTING ENGINEERS,345,292,53
DECISIVE TECHNOLOGIES,344,306,38
