owner_acronym,source_fiscal,total_entries,total_contracts,total_amendments
pbc,201415-Q1,12,12,0
pbc,201415-Q2,10,10,0
pbc,201415-Q3,9,9,0
pbc,201415-Q4,41,41,0
pbc,201516-Q1,6,6,0
pbc,201516-Q2,14,8,6
pbc,201516-Q3,10,8,2
pbc,201516-Q4,23,21,2
pbc,201617-Q2,5,5,0
pbc,201617-Q3,6,6,0
pbc,201617-Q4,1,1,0
pbc,201718-Q1,12,11,1
pbc,201718-Q2,8,8,0
pbc,201718-Q3,8,7,1
pbc,201718-Q4,22,21,1
pbc,201819-Q2,6,6,0
pbc,201819-Q3,12,12,0
pc,200405-Q1,404,401,3
pc,200405-Q2,319,319,0
pc,200405-Q3,322,320,2
pc,200405-Q4,496,494,2
pc,200506-Q1,461,461,0
pc,200506-Q2,312,312,0
pc,200506-Q3,323,323,0
pc,200506-Q4,369,369,0
pc,200607-Q1,441,441,0
pc,200607-Q2,424,424,0
pc,200607-Q3,371,371,0
pc,200607-Q4,629,629,0
pc,200708-Q1,257,257,0
pc,200708-Q2,472,471,1
pc,200708-Q3,362,362,0
pc,200708-Q4,554,554,0
pc,200809-Q1,527,527,0
pc,200809-Q2,444,444,0
pc,200809-Q3,406,406,0
pc,200809-Q4,583,564,19
pc,200910-Q1,552,545,7
pc,200910-Q2,537,527,10
pc,200910-Q3,477,461,16
pc,200910-Q4,735,702,33
pc,201011-Q1,546,523,23
pc,201011-Q2,514,492,22
pc,201011-Q3,520,499,21
pc,201011-Q4,768,735,33
pc,201112-Q1,532,512,20
pc,201112-Q2,424,401,23
pc,201112-Q3,454,413,41
pc,201112-Q4,567,535,32
pc,201213-Q1,435,415,20
pc,201213-Q2,374,358,16
pc,201213-Q3,372,346,26
pc,201213-Q4,523,471,52
pc,201314-Q1,477,419,58
pc,201314-Q2,532,483,49
pc,201314-Q3,633,585,48
pc,201314-Q4,830,741,89
pc,201415-Q1,585,526,59
pc,201415-Q2,653,599,54
pc,201415-Q3,669,606,63
pc,201415-Q4,813,738,75
pc,201516-Q1,785,736,49
pc,201516-Q2,889,815,74
pc,201516-Q3,876,756,120
pc,201516-Q4,1053,854,199
pc,201617-Q1,874,753,121
pc,201617-Q2,776,647,129
pc,201617-Q3,840,695,145
pc,201617-Q4,1086,870,216
pc,201718-Q1,1016,840,176
pc,201718-Q2,1009,836,173
pc,201718-Q3,778,572,206
pc,201718-Q4,880,677,203
pc,201819-Q1,1094,853,241
pc,201819-Q2,880,668,212
pc,201819-Q3,718,488,230
pch,200405-Q1,197,197,0
pch,200405-Q2,187,187,0
pch,200405-Q3,188,188,0
pch,200405-Q4,471,471,0
pch,200506-Q1,226,226,0
pch,200506-Q2,206,206,0
pch,200506-Q3,176,176,0
pch,200506-Q4,325,325,0
pch,200607-Q1,219,219,0
pch,200607-Q2,152,152,0
pch,200607-Q3,162,162,0
pch,200607-Q4,378,378,0
pch,200708-Q1,197,197,0
pch,200708-Q2,156,156,0
pch,200708-Q3,172,172,0
pch,200708-Q4,343,343,0
pch,200809-Q1,195,195,0
pch,200809-Q2,162,162,0
pch,200809-Q3,112,112,0
pch,200809-Q4,198,198,0
pch,200910-Q1,169,132,37
pch,200910-Q2,111,92,19
pch,200910-Q3,118,112,6
pch,200910-Q4,239,204,35
pch,201011-Q1,89,76,13
pch,201011-Q2,98,71,27
pch,201011-Q3,101,83,18
pch,201011-Q4,160,121,39
pch,201112-Q1,71,58,13
pch,201112-Q2,74,64,10
pch,201112-Q3,69,55,14
pch,201112-Q4,105,84,21
pch,201213-Q1,77,66,11
pch,201213-Q2,44,37,7
pch,201213-Q3,27,23,4
pch,201213-Q4,40,28,12
pch,201314-Q1,44,41,3
pch,201314-Q2,47,38,9
pch,201314-Q3,54,50,4
pch,201314-Q4,90,76,14
pch,201415-Q1,91,84,7
pch,201415-Q2,48,42,6
pch,201415-Q3,99,87,12
pch,201415-Q4,160,135,25
pch,201516-Q1,105,93,12
pch,201516-Q2,76,66,10
pch,201516-Q3,103,93,10
pch,201516-Q4,99,70,29
pch,201617-Q1,112,97,15
pch,201617-Q2,67,52,15
pch,201617-Q3,140,126,14
pch,201617-Q4,210,176,34
pch,201718-Q1,151,134,17
pch,201718-Q2,78,61,17
pch,201718-Q3,137,125,12
pch,201718-Q4,212,174,38
pch,201819-Q2,83,66,17
pch,201819-Q3,99,82,17
pco,200405-Q1,109,101,8
pco,200405-Q2,105,84,21
pco,200405-Q3,87,81,6
pco,200405-Q4,173,162,11
pco,200506-Q1,117,107,10
pco,200506-Q2,112,101,11
pco,200506-Q3,115,105,10
pco,200506-Q4,172,167,5
pco,200607-Q1,91,83,8
pco,200607-Q2,57,56,1
pco,200607-Q3,80,77,3
pco,200607-Q4,123,120,3
pco,200708-Q1,61,60,1
pco,200708-Q2,42,39,3
pco,200708-Q3,64,64,0
pco,200708-Q4,126,124,2
pco,200809-Q1,74,71,3
pco,200809-Q2,62,62,0
pco,200809-Q3,67,63,4
pco,200809-Q4,110,96,14
pco,200910-Q1,95,86,9
pco,200910-Q2,69,55,14
pco,200910-Q3,71,63,8
pco,200910-Q4,117,108,9
pco,201011-Q1,70,61,9
pco,201011-Q2,48,44,4
pco,201011-Q3,73,65,8
pco,201011-Q4,141,124,17
pco,201112-Q1,58,50,8
pco,201112-Q2,45,37,8
pco,201112-Q3,45,36,9
pco,201112-Q4,137,123,14
pco,201213-Q1,39,32,7
pco,201213-Q2,21,18,3
pco,201213-Q3,41,34,7
pco,201213-Q4,84,72,12
pco,201314-Q1,43,35,8
pco,201314-Q2,51,45,6
pco,201314-Q3,57,50,7
pco,201314-Q4,86,70,16
pco,201415-Q1,44,27,17
pco,201415-Q2,35,32,3
pco,201415-Q3,35,24,11
pco,201415-Q4,58,47,11
pco,201516-Q1,46,36,10
pco,201516-Q2,36,33,3
pco,201516-Q3,44,38,6
pco,201516-Q4,53,51,2
pco,201617-Q1,50,46,4
pco,201617-Q2,58,58,0
pco,201617-Q3,60,53,7
pco,201617-Q4,109,99,10
pco,201718-Q1,84,80,4
pco,201718-Q2,88,68,20
pco,201718-Q3,84,76,8
pco,201718-Q4,119,107,12
pco,201819-Q1,104,87,17
pco,201819-Q2,64,54,10
pco,201819-Q3,96,87,9
phac,201011-Q3,707,620,87
phac,201011-Q4,974,905,69
phac,201112-Q1,840,691,149
phac,201112-Q2,703,553,150
phac,201112-Q3,718,608,110
phac,201112-Q4,975,889,86
phac,201213-Q1,783,571,212
phac,201213-Q2,604,406,198
phac,201213-Q3,777,569,208
phac,201213-Q4,783,578,205
phac,201314-Q1,180,82,98
phac,201314-Q2,933,745,188
phac,201314-Q3,723,478,245
phac,201314-Q4,855,645,210
phac,201415-Q1,752,551,201
phac,201415-Q2,473,367,106
phac,201415-Q3,567,428,139
phac,201415-Q4,755,612,143
phac,201516-Q1,539,411,128
phac,201516-Q2,456,355,101
phac,201516-Q3,514,400,114
phac,201516-Q4,674,496,178
phac,201617-Q1,505,407,98
phac,201617-Q2,424,318,106
phac,201617-Q3,622,507,115
phac,201617-Q4,303,293,10
phac,201718-Q1,157,146,11
phac,201718-Q2,123,106,17
phac,201718-Q3,220,182,38
phac,201718-Q4,302,263,39
phac,201819-Q1,217,172,45
phac,201819-Q2,183,143,40
phac,201819-Q3,197,160,37
pmprb,201617-Q3,2,1,1
pmprb,201617-Q4,13,13,0
pmprb,201718-Q1,8,8,0
pmprb,201718-Q2,3,3,0
pmprb,201718-Q3,5,4,1
pmprb,201718-Q4,8,7,1
pmprb,201819-Q1,12,12,0
pmprb,201819-Q2,2,1,1
pmprb,201819-Q3,5,4,1
ppsc,200607-Q4,3,3,0
ppsc,200708-Q1,6,6,0
ppsc,200708-Q2,9,9,0
ppsc,200708-Q3,5,5,0
ppsc,200708-Q4,14,14,0
ppsc,200809-Q1,36,36,0
ppsc,200809-Q2,24,24,0
ppsc,200809-Q3,34,34,0
ppsc,200809-Q4,32,32,0
ppsc,200910-Q1,45,44,1
ppsc,200910-Q2,32,32,0
ppsc,200910-Q3,21,21,0
ppsc,200910-Q4,43,43,0
ppsc,201011-Q1,32,28,4
ppsc,201011-Q2,21,19,2
ppsc,201011-Q3,17,17,0
ppsc,201011-Q4,43,39,4
ppsc,201112-Q1,34,33,1
ppsc,201112-Q2,20,20,0
ppsc,201112-Q3,20,19,1
ppsc,201112-Q4,42,40,2
ppsc,201213-Q1,43,42,1
ppsc,201213-Q2,22,21,1
ppsc,201213-Q3,23,20,3
ppsc,201213-Q4,36,32,4
ppsc,201314-Q1,57,54,3
ppsc,201314-Q2,30,25,5
ppsc,201314-Q3,20,15,5
ppsc,201314-Q4,258,249,9
ppsc,201415-Q1,34,31,3
ppsc,201415-Q2,15,11,4
ppsc,201415-Q3,24,20,4
ppsc,201415-Q4,231,82,149
ppsc,201516-Q1,25,20,5
ppsc,201516-Q2,15,11,4
ppsc,201516-Q3,17,14,3
ppsc,201516-Q4,79,50,29
ppsc,201617-Q1,36,29,7
ppsc,201617-Q2,13,13,0
ppsc,201617-Q3,10,10,0
ppsc,201617-Q4,28,22,6
ppsc,201718-Q1,36,30,6
ppsc,201718-Q2,24,22,2
ppsc,201718-Q3,17,15,2
ppsc,201718-Q4,36,34,2
ppsc,201819-Q1,40,35,5
ppsc,201819-Q2,18,15,3
ppsc,201819-Q3,25,23,2
pptc,201011-Q1,93,93,0
pptc,201011-Q2,54,50,4
pptc,201011-Q3,59,44,15
pptc,201011-Q4,76,65,11
pptc,201112-Q1,98,91,7
pptc,201112-Q2,53,47,6
pptc,201112-Q3,53,45,8
pptc,201112-Q4,140,121,19
pptc,201213-Q1,60,53,7
pptc,201213-Q2,1,1,0
pptc,201213-Q3,61,53,8
pptc,201213-Q4,63,58,5
pptc,201314-Q1,95,79,16
pptc,201314-Q2,37,28,9
pptc,201314-Q3,90,64,26
pptc,201415-Q1,24,19,5
pptc,201415-Q2,16,15,1
pptc,201415-Q3,26,23,3
pptc,201415-Q4,10,7,3
ps,200405-Q1,81,81,0
ps,200405-Q2,70,70,0
ps,200405-Q3,61,61,0
ps,200405-Q4,217,217,0
ps,200506-Q1,51,51,0
ps,200506-Q2,70,70,0
ps,200506-Q3,79,79,0
ps,200506-Q4,117,117,0
ps,200607-Q1,80,80,0
ps,200607-Q2,68,68,0
ps,200607-Q3,77,77,0
ps,200607-Q4,171,171,0
ps,200708-Q1,63,63,0
ps,200708-Q2,74,74,0
ps,200708-Q3,89,89,0
ps,200708-Q4,164,164,0
ps,200809-Q1,86,86,0
ps,200809-Q2,67,67,0
ps,200809-Q3,67,67,0
ps,200809-Q4,118,118,0
ps,200910-Q1,66,66,0
ps,200910-Q2,72,71,1
ps,200910-Q3,83,82,1
ps,200910-Q4,183,183,0
ps,201011-Q1,52,52,0
ps,201011-Q2,61,61,0
ps,201011-Q3,84,84,0
ps,201011-Q4,184,184,0
ps,201112-Q1,50,50,0
ps,201112-Q2,48,48,0
ps,201112-Q3,97,97,0
ps,201112-Q4,190,190,0
ps,201213-Q1,32,32,0
ps,201213-Q2,61,61,0
ps,201213-Q3,86,86,0
ps,201213-Q4,134,134,0
ps,201314-Q1,32,31,1
ps,201314-Q2,49,49,0
ps,201314-Q3,75,75,0
ps,201314-Q4,117,116,1
ps,201415-Q1,29,28,1
ps,201415-Q2,52,52,0
ps,201415-Q3,70,70,0
ps,201415-Q4,123,123,0
ps,201516-Q1,34,34,0
ps,201516-Q2,39,39,0
ps,201516-Q3,73,72,1
ps,201516-Q4,146,146,0
ps,201617-Q1,49,38,11
ps,201617-Q2,73,55,18
ps,201617-Q3,82,67,15
ps,201617-Q4,130,100,30
ps,201718-Q1,52,47,5
ps,201718-Q2,43,27,16
ps,201718-Q3,71,56,15
ps,201718-Q4,98,80,18
ps,201819-Q1,50,41,9
ps,201819-Q2,56,50,6
ps,201819-Q3,81,67,14
psc,200405-Q1,51,51,0
psc,200405-Q2,20,20,0
psc,200405-Q3,28,28,0
psc,200405-Q4,62,61,1
psc,200506-Q1,33,33,0
psc,200506-Q2,35,35,0
psc,200506-Q3,81,80,1
psc,200506-Q4,87,84,3
psc,200607-Q1,41,41,0
psc,200607-Q2,46,45,1
psc,200607-Q3,59,57,2
psc,200607-Q4,118,118,0
psc,200708-Q1,43,43,0
psc,200708-Q2,72,63,9
psc,200708-Q3,90,83,7
psc,200708-Q4,124,112,12
psc,200809-Q1,44,42,2
psc,200809-Q2,43,35,8
psc,200809-Q3,57,43,14
psc,200809-Q4,116,108,8
psc,200910-Q1,30,24,6
psc,200910-Q2,34,28,6
psc,200910-Q3,58,53,5
psc,200910-Q4,72,61,11
psc,201011-Q1,18,17,1
psc,201011-Q2,16,16,0
psc,201011-Q3,53,43,10
psc,201011-Q4,71,70,1
psc,201112-Q1,24,19,5
psc,201112-Q2,28,26,2
psc,201112-Q3,47,42,5
psc,201112-Q4,54,50,4
psc,201213-Q1,16,11,5
psc,201213-Q2,23,16,7
psc,201213-Q3,16,16,0
psc,201213-Q4,46,33,13
psc,201314-Q1,18,13,5
psc,201314-Q2,1,1,0
psc,201314-Q4,9,8,1
psc,201415-Q3,2,2,0
psc,201415-Q4,28,18,10
psc,201516-Q1,12,12,0
psc,201516-Q2,15,15,0
psc,201516-Q3,20,20,0
psc,201516-Q4,27,20,7
psc,201617-Q3,26,23,3
psc,201617-Q4,30,24,6
psc,201718-Q1,20,16,4
psc,201718-Q2,8,8,0
psc,201718-Q3,20,17,3
psc,201718-Q4,21,20,1
psc,201819-Q1,23,22,1
psc,201819-Q2,12,11,1
psc,201819-Q3,25,20,5
psic,201617-Q1,2,2,0
psic,201617-Q2,1,1,0
psic,201617-Q3,4,4,0
psic,201617-Q4,7,7,0
psic,201718-Q1,4,4,0
psic,201718-Q2,3,3,0
psic,201718-Q3,4,4,0
psic,201718-Q4,8,7,1
psic,201819-Q1,3,1,2
psic,201819-Q2,2,1,1
psic,201819-Q3,4,3,1
pspc,200405-Q1,1532,1503,29
pspc,200405-Q2,1645,1581,64
pspc,200405-Q3,1530,1475,55
pspc,200405-Q4,2366,2334,32
pspc,200506-Q1,1352,1279,73
pspc,200506-Q2,1618,1520,98
pspc,200506-Q3,1861,1753,108
pspc,200506-Q4,1980,1944,36
pspc,200607-Q1,1274,1209,65
pspc,200607-Q2,1347,1284,63
pspc,200607-Q3,1619,1482,137
pspc,200607-Q4,2093,2049,44
pspc,200708-Q1,1989,1881,108
pspc,200708-Q2,1617,1543,74
pspc,200708-Q3,1481,1396,85
pspc,200708-Q4,2090,2038,52
pspc,200809-Q1,2221,2116,105
pspc,200809-Q2,2333,2207,126
pspc,200809-Q3,2140,2020,120
pspc,200809-Q4,3492,3425,67
pspc,200910-Q1,2253,2085,168
pspc,200910-Q2,2282,2020,262
pspc,200910-Q3,2177,1851,326
pspc,200910-Q4,3022,2678,344
pspc,201011-Q1,2067,1813,254
pspc,201011-Q2,2349,2053,296
pspc,201011-Q3,2561,2102,459
pspc,201011-Q4,3410,2802,608
pspc,201112-Q1,1909,1486,423
pspc,201112-Q2,1988,1639,349
pspc,201112-Q3,2209,1721,488
pspc,201112-Q4,3015,2398,617
pspc,201213-Q1,1713,1335,378
pspc,201213-Q2,1744,1302,442
pspc,201213-Q3,2152,1502,650
pspc,201213-Q4,2701,1776,925
pspc,201314-Q1,1963,1201,762
pspc,201314-Q2,1672,1184,488
pspc,201314-Q3,1964,1334,630
pspc,201314-Q4,2270,1510,760
pspc,201415-Q1,1579,1075,504
pspc,201415-Q2,1775,1193,582
pspc,201415-Q3,1842,1261,581
pspc,201415-Q4,2210,1469,741
pspc,201516-Q1,1671,1146,525
pspc,201516-Q2,1584,1035,549
pspc,201516-Q3,1914,1255,659
pspc,201516-Q4,2004,1249,755
pspc,201617-Q1,1811,1213,598
pspc,201617-Q2,1979,1330,649
pspc,201617-Q3,2253,1419,834
pspc,201617-Q4,1986,1373,613
pspc,201718-Q1,1606,1235,371
pspc,201718-Q2,1799,1353,446
pspc,201718-Q3,2065,1432,633
pspc,201718-Q4,2446,1649,797
pspc,201819-Q1,1896,1408,488
pspc,201819-Q2,1821,1323,498
pspc,201819-Q3,1982,1350,632
rcmp,200405-Q1,673,668,5
rcmp,200405-Q2,666,658,8
rcmp,200405-Q3,725,713,12
rcmp,200405-Q4,1432,1416,16
rcmp,200506-Q1,879,863,16
rcmp,200506-Q2,709,694,15
rcmp,200506-Q3,870,859,11
rcmp,200506-Q4,1262,1250,12
rcmp,200607-Q1,729,704,25
rcmp,200607-Q2,753,744,9
rcmp,200607-Q3,904,887,17
rcmp,200607-Q4,1577,1553,24
rcmp,200708-Q1,808,789,19
rcmp,200708-Q2,786,769,17
rcmp,200708-Q3,865,834,31
rcmp,200708-Q4,1487,1471,16
rcmp,200809-Q1,930,918,12
rcmp,200809-Q2,835,809,26
rcmp,200809-Q3,988,966,22
rcmp,200809-Q4,1682,1513,169
rcmp,200910-Q1,872,846,26
rcmp,200910-Q2,729,703,26
rcmp,200910-Q3,732,714,18
rcmp,200910-Q4,1064,1048,16
rcmp,201011-Q1,821,753,68
rcmp,201011-Q2,639,525,114
rcmp,201011-Q3,718,641,77
rcmp,201011-Q4,1347,1226,121
rcmp,201112-Q1,651,594,57
rcmp,201112-Q2,621,560,61
rcmp,201112-Q3,799,711,88
rcmp,201112-Q4,1301,1145,156
rcmp,201213-Q1,653,597,56
rcmp,201213-Q2,532,479,53
rcmp,201213-Q3,715,600,115
rcmp,201213-Q4,1199,969,230
rcmp,201314-Q1,617,514,103
rcmp,201314-Q2,696,569,127
rcmp,201314-Q3,847,718,129
rcmp,201314-Q4,1171,965,206
rcmp,201415-Q1,689,554,135
rcmp,201415-Q2,789,620,169
rcmp,201415-Q3,812,681,131
rcmp,201415-Q4,1016,842,174
rcmp,201516-Q1,873,729,144
rcmp,201516-Q2,644,550,94
rcmp,201516-Q3,840,743,97
rcmp,201516-Q4,1214,949,265
rcmp,201617-Q1,863,700,163
rcmp,201617-Q2,835,660,175
rcmp,201617-Q3,881,736,145
rcmp,201617-Q4,1323,982,341
rcmp,201718-Q1,874,662,212
rcmp,201718-Q2,850,685,165
rcmp,201718-Q3,980,792,188
rcmp,201718-Q4,1399,1125,274
rcmp,201819-Q1,946,788,158
rcmp,201819-Q2,847,663,184
rcmp,201819-Q3,844,686,158
sirc,201516-Q3,1,1,0
sirc,201516-Q4,1,1,0
sirc,201617-Q1,2,2,0
sirc,201617-Q2,3,3,0
sirc,201617-Q3,2,2,0
sirc,201617-Q4,3,3,0
sirc,201718-Q1,6,6,0
sirc,201718-Q2,5,5,0
sirc,201718-Q3,3,3,0
sirc,201718-Q4,7,7,0
sirc,201819-Q1,4,4,0
sirc,201819-Q2,6,6,0
ssc,201112-Q4,10,10,0
ssc,201213-Q1,370,207,163
ssc,201213-Q2,363,322,41
ssc,201213-Q3,712,367,345
ssc,201213-Q4,1884,964,920
ssc,201314-Q1,466,381,85
ssc,201314-Q2,510,402,108
ssc,201314-Q3,556,451,105
ssc,201314-Q4,1481,1239,242
ssc,201415-Q1,373,205,168
ssc,201415-Q2,272,220,52
ssc,201415-Q3,380,296,84
ssc,201415-Q4,828,674,154
ssc,201516-Q1,342,243,99
ssc,201516-Q2,424,302,122
ssc,201617-Q1,408,315,93
ssc,201617-Q2,313,193,120
ssc,201617-Q3,430,315,115
ssc,201617-Q4,1107,938,169
ssc,201718-Q1,492,335,157
ssc,201718-Q2,522,405,117
ssc,201718-Q3,612,438,174
ssc,201718-Q4,1266,955,311
ssc,201819-Q1,408,271,137
ssc,201819-Q2,416,308,108
ssc,201819-Q3,469,335,134
sshrc,201718-Q1,8,8,0
sshrc,201718-Q2,8,7,1
sshrc,201718-Q3,13,12,1
sshrc,201718-Q4,8,7,1
sshrc,201819-Q1,2,1,1
sshrc,201819-Q2,11,9,2
sshrc,201819-Q3,17,14,3
stats,200405-Q1,106,106,0
stats,200405-Q2,82,82,0
stats,200405-Q3,74,74,0
stats,200405-Q4,321,321,0
stats,200506-Q1,90,90,0
stats,200506-Q2,121,121,0
stats,200506-Q3,164,164,0
stats,200506-Q4,508,508,0
stats,200607-Q1,132,132,0
stats,200607-Q2,96,96,0
stats,200607-Q3,93,93,0
stats,200607-Q4,326,326,0
stats,200708-Q1,79,79,0
stats,200708-Q2,72,72,0
stats,200708-Q3,106,106,0
stats,200708-Q4,227,227,0
stats,200809-Q1,90,90,0
stats,200809-Q2,73,73,0
stats,200809-Q3,88,87,1
stats,200809-Q4,189,189,0
stats,200910-Q1,62,62,0
stats,200910-Q2,145,145,0
stats,200910-Q3,103,103,0
stats,200910-Q4,313,310,3
stats,201011-Q1,84,82,2
stats,201011-Q2,123,122,1
stats,201011-Q3,155,155,0
stats,201011-Q4,273,273,0
stats,201112-Q1,98,95,3
stats,201112-Q2,89,88,1
stats,201112-Q3,94,91,3
stats,201112-Q4,192,189,3
stats,201213-Q1,39,39,0
stats,201213-Q2,56,56,0
stats,201213-Q3,57,45,12
stats,201213-Q4,101,101,0
stats,201314-Q1,75,75,0
stats,201314-Q2,66,66,0
stats,201314-Q3,106,106,0
stats,201314-Q4,159,152,7
stats,201415-Q1,67,66,1
stats,201415-Q2,57,57,0
stats,201415-Q3,61,58,3
stats,201415-Q4,103,103,0
stats,201516-Q1,68,68,0
stats,201516-Q2,81,81,0
stats,201516-Q3,104,104,0
stats,201516-Q4,143,142,1
stats,201617-Q1,72,72,0
stats,201617-Q2,58,58,0
stats,201617-Q3,63,63,0
stats,201617-Q4,79,79,0
stats,201718-Q1,49,49,0
stats,201718-Q2,34,34,0
stats,201718-Q3,51,50,1
stats,201718-Q4,115,112,3
stats,201819-Q1,53,52,1
stats,201819-Q2,38,38,0
stats,201819-Q3,39,39,0
swc,201617-Q4,15,15,0
swc,201718-Q1,17,17,0
swc,201718-Q2,25,23,2
swc,201718-Q3,11,11,0
swc,201718-Q4,30,29,1
swc,201819-Q1,17,16,1
tbs,200405-Q1,111,111,0
tbs,200405-Q3,65,65,0
tbs,200405-Q4,107,107,0
tbs,200506-Q1,51,51,0
tbs,200506-Q2,70,70,0
tbs,200506-Q3,88,88,0
tbs,200506-Q4,102,102,0
tbs,200607-Q1,99,99,0
tbs,200607-Q2,83,83,0
tbs,200607-Q3,93,93,0
tbs,200607-Q4,124,124,0
tbs,200708-Q1,105,105,0
tbs,200708-Q2,75,75,0
tbs,200708-Q3,106,106,0
tbs,200708-Q4,121,121,0
tbs,200809-Q1,85,85,0
tbs,200809-Q2,85,85,0
tbs,200809-Q3,88,88,0
tbs,200809-Q4,98,98,0
tbs,200910-Q1,166,148,18
tbs,200910-Q2,119,95,24
tbs,200910-Q3,116,102,14
tbs,200910-Q4,141,137,4
tbs,201011-Q1,124,102,22
tbs,201011-Q2,126,106,20
tbs,201011-Q3,93,52,41
tbs,201011-Q4,132,93,39
tbs,201112-Q1,110,98,12
tbs,201112-Q2,74,66,8
tbs,201112-Q3,80,58,22
tbs,201112-Q4,157,121,36
tbs,201213-Q1,52,41,11
tbs,201213-Q2,29,27,2
tbs,201213-Q3,53,37,16
tbs,201213-Q4,133,89,44
tbs,201314-Q1,40,30,10
tbs,201314-Q2,44,34,10
tbs,201314-Q3,70,55,15
tbs,201314-Q4,75,62,13
tbs,201415-Q1,34,29,5
tbs,201415-Q2,42,36,6
tbs,201415-Q3,43,37,6
tbs,201415-Q4,81,64,17
tbs,201516-Q1,46,39,7
tbs,201516-Q2,34,29,5
tbs,201516-Q3,42,40,2
tbs,201516-Q4,76,67,9
tbs,201617-Q1,48,35,13
tbs,201617-Q2,63,55,8
tbs,201617-Q3,53,45,8
tbs,201617-Q4,60,51,9
tbs,201718-Q1,50,36,14
tbs,201718-Q2,49,42,7
tbs,201718-Q3,48,37,11
tbs,201718-Q4,113,96,17
tbs,201718-Q6,1,0,1
tbs,201718-Q7,1,0,1
tbs,201718-Q8,1,0,1
tbs,201819-Q1,79,67,12
tbs,201819-Q2,75,63,12
tbs,201819-Q3,70,63,7
tc,201112-Q1,385,384,1
tc,201112-Q2,354,342,12
tc,201112-Q3,416,392,24
tc,201112-Q4,431,371,60
tc,201213-Q1,220,199,21
tc,201213-Q2,245,208,37
tc,201213-Q3,259,226,33
tc,201213-Q4,383,332,51
tc,201314-Q1,255,209,46
tc,201314-Q2,298,282,16
tc,201314-Q3,384,351,33
tc,201314-Q4,571,507,64
tc,201415-Q1,279,240,39
tc,201415-Q2,305,275,30
tc,201415-Q3,421,389,32
tc,201415-Q4,564,510,54
tc,201516-Q1,335,286,49
tc,201516-Q2,295,256,39
tc,201516-Q3,307,271,36
tc,201516-Q4,329,286,43
tc,201617-Q1,216,179,37
tc,201617-Q2,186,165,21
tc,201617-Q3,226,192,34
tc,201617-Q4,437,371,66
tc,201718-Q1,227,204,23
tc,201718-Q2,281,242,39
tc,201718-Q3,372,340,32
tc,201718-Q4,606,544,62
tc,201819-Q1,280,250,30
tc,201819-Q2,348,323,25
tc,201819-Q3,354,332,22
tsb,201617-Q4,3,3,0
tsb,201718-Q1,21,21,0
tsb,201718-Q2,8,8,0
tsb,201718-Q3,11,11,0
tsb,201718-Q4,22,21,1
tsb,201819-Q1,13,13,0
vac,201011-Q4,143,115,28
vac,201112-Q1,98,79,19
vac,201112-Q2,86,69,17
vac,201112-Q3,73,66,7
vac,201112-Q4,119,101,18
vac,201213-Q1,74,60,14
vac,201213-Q2,95,71,24
vac,201213-Q3,89,68,21
vac,201213-Q4,135,115,20
vac,201314-Q1,98,88,10
vac,201314-Q2,106,80,26
vac,201314-Q3,97,68,29
vac,201314-Q4,101,85,16
vac,201415-Q1,103,78,25
vac,201415-Q2,87,68,19
vac,201415-Q3,74,59,15
vac,201415-Q4,144,135,9
vac,201516-Q1,86,67,19
vac,201516-Q2,88,59,29
vac,201516-Q3,144,115,29
vac,201516-Q4,162,151,11
vac,201617-Q1,50,48,2
vac,201617-Q2,36,34,2
vac,201617-Q4,49,49,0
vac,201718-Q1,44,39,5
vac,201718-Q2,39,33,6
vac,201718-Q3,27,22,5
vac,201718-Q4,49,44,5
vac,201819-Q1,51,47,4
vac,201819-Q2,63,54,9
vac,201819-Q3,94,84,10
vrab,201112-Q1,1,1,0
vrab,201112-Q3,2,2,0
vrab,201112-Q4,6,6,0
vrab,201213-Q3,1,1,0
vrab,201213-Q4,6,5,1
vrab,201314-Q2,1,0,1
vrab,201314-Q4,2,2,0
vrab,201516-Q1,3,3,0
vrab,201516-Q3,2,2,0
vrab,201516-Q4,3,3,0
vrab,201617-Q2,1,1,0
vrab,201617-Q3,1,1,0
vrab,201819-Q1,1,1,0
wd,201819-Q1,8,8,0
wd,201819-Q2,15,14,1
