gen_vendor_normalized,total_entries,total_contracts,total_amendments
IRVINE SCIENTIFIC,21,20,1
SIMUTECH GROUP,21,21,0
GARTNER,21,18,3
DIRECT ENERGY,21,17,4
DEFRAN,21,13,8
BIO RAD LABORATORIES CANADA,20,20,0
QMR,20,13,7
THE BOOK HOUSE,20,19,1
PROQUEST,20,20,0
COLE PARMER CANADA,20,20,0
PITNEY BOWES,20,18,2
EAGLE COPTERS MAINTENANCE,20,16,4
ESI INTERNATIONAL,20,10,10
MOLECULAR DEVICES,20,20,0
CGG VINYL SPECIALTIES,20,14,6
SYSTEMS FOR RESEARCH,20,20,0
MAXSYS,20,13,7
CONTROLLED ENVIRONMENTS,20,18,2
APPROVISIONNEMENT POPULAIRE,20,19,1
THOMPSON BOILER WORKS,20,15,5
NOVA VISUAL PRODUCTS,20,20,0
3D SYSTEMS,19,19,0
DALCON ENTERPRISES,19,5,14
SAP,19,16,3
CS CLEAN SYSTEMS,19,19,0
PMG TECHNOLOGIES,19,16,3
TERAMACH TECHNOLOGIES,19,19,0
ATS SCIENTIFIC,19,19,0
ACT,19,19,0
CULLIGAN,19,18,1
ESBE SCIENTIFIC,19,19,0
COPPERTREE ANALYTICS,19,5,14
TURTLE ISLAND STAFFING,19,11,8
AEROTECH,19,19,0
ASML US,19,19,0
CARL ZEISS CANADA,19,18,1
KPMG,19,14,5
LES PETROLES THERRIEN,19,16,3
IMPERIAL OIL,18,12,6
CAREWORX,18,18,0
CARLETON ELECTRIC,18,13,5
SCHNEIDER ELECTRIC CANADA,18,18,0
INNOVATIVE INTERFACES CANADA,18,14,4
KEYENCE CANADA,18,18,0
SNOWHOUSE SOLUTIONS,18,18,0
MACDONALD DETTWILER AND ASSOCIATES,18,11,7
LIVERMORE SOFTWARE,18,18,0
BRUKER BIOSPIN,18,17,1
PIPPIN AUTOMATION SYSTEMS,18,17,1
UNILANGUES,18,14,4
ARBIN INSTRUMENTS,18,17,1
ADVANCED BUSINESS INTERIORS,18,18,0
METABOLON,17,17,0
L3 COMMUNICATIONS,17,17,0
DAIMLER,17,16,1
PROQUEST INFORMATION AND LEARNING,17,17,0
DATA VILLE,17,16,1
QUANTUM MANAGEMENT SERVICES,17,13,4
