gen_vendor_normalized,total_entries,total_contracts,total_amendments
ROYAL MOVING AND STORAGE,6,3,3
CSI CONSULTING,6,2,4
CYGNOS IT SECURITY,6,3,3
RA MALATEST ASSOCIATES,6,6,0
LANGUAGE RESEARCH DEVELOPMENT GROUP,6,1,5
LANNICK CONTRACT SOLUTIONS,6,6,0
CORPORATE EXECUTIVE BOARD,6,6,0
CANADIAN POLICE KNOWLEDGE NETWORK,6,3,3
LEGER MARKETING,6,5,1
TPG TECHNOLOGY CONSULTANTS,6,5,1
COMMISSIONNAIRES,6,6,0
KING TOURS LIMOUSINE SERVICES,6,5,1
BRYMARK PROMOTIONS,6,5,1
FOUR POINT SOLUTIONS,6,6,0
EXCELLENCE RHR CONSULTATION,6,4,2
EQUIFAX CANADA,6,2,4
NATIONAL PRINTERS,6,5,1
JOHNSONS BUSINESS INTERIORS,6,6,0
AJILON,6,6,0
BERLITZ LANGUAGE CENTRE,5,4,1
IDENTITY SYSTEMS,5,1,4
AGL INVESTIGATION CONSULTING,5,4,1
MORPHO CANADA,5,1,4
AGENCY59,5,3,2
MISHKUMI TECHNOLOGIES,5,5,0
SUSSEX CIRCLE,5,5,0
