gen_vendor_normalized,total_entries,total_contracts,total_amendments
CISTEL TECHNOLOGY,30,18,12
SAS INSTITUTE,30,30,0
AJILON,29,28,1
XEROX,28,27,1
TURTLE ISLAND STAFFING,28,20,8
SHOULDICE MECHANICAL,28,25,3
COADY CONSTRUCTION,27,26,1
ROBERT HALF OF CANADA,27,23,4
ST JOSEPH PRINT GROUP,26,25,1
CMI INTERLANGUES,26,24,2
CGI,26,17,9
GENERAL MOTORS,26,25,1
ACOLE DE LANGUES ABCE,26,25,1
JANIQUE SIMARD OUELLETTE,25,18,7
DELTA MEDIA,25,24,1
HEWLETT PACKARD,25,21,4
SCHMID PARTNER ENGINEERING AG,24,21,3
LUMINA IT,24,18,6
HARRINGTON STAFFING SERVICES,24,18,6
PRINTERS PLUS,24,24,0
CARSWELL THOMSON,23,23,0
GROUPE ALITHYA,23,9,14
CALIAN,23,17,6
PERFORMANCE MANAGEMENT NETWORK,23,22,1
GENESIS INTEGRATION,23,23,0
SOLOTECH,22,22,0
HONEYWELL,22,20,2
HYPERTEC,22,21,1
MAXSYS PROFESSIONALS AND,22,22,0
ACOLE DE LANGUES DE LASTRIE L,22,21,1
NOVA NETWORKS,21,21,0
TAG HR THE ASSOCIATES GROUP,21,16,5
SOMOS,21,10,11
AERIC,21,20,1
GLOBAL UPHOLSTERY,21,21,0
CA CANADA COMPANY,21,7,14
MISHKUMI TECHNOLOGIES,21,21,0
GOSS GILROY,21,19,2
ACOLE CREUSOT ENR,21,21,0
TELUS CANADA,20,20,0
INFORMATION BUILDERS CANADA,20,15,5
PUBLIC WORKS AND GOVERNMENT,20,20,0
IEEE,20,16,4
CENTRE FOR THE STUDY OF LIVING,20,17,3
SCIENCE METRIX,20,20,0
PATHFINDER SYSTEMS TAB,20,20,0
MICRO FOCUS CANADA,20,14,6
MAPLESOFT CONSULTING,20,16,4
EARL CARR ELECTRIC CANADA,20,16,4
ACOLE DE LANGUES LA CITE,20,19,1
FROST SULLIVAN,20,20,0
THORNLEY FALLIS COMMUNICATIONS,20,17,3
IRON MOUNTAIN CANADA,20,19,1
GROUPE ONSCOPE ONSCOPE,19,14,5
NEWS CANADA,19,18,1
FAST FORWARD FRENCH,19,18,1
TOSI PLACEMENT SERVICES,19,17,2
CEDROM SNI,19,19,0
CENTRE DE DEVELOPPEMENT CIA,19,12,7
COSSETTE COMMUNICATIONS,19,18,1
DYNAMIX OTTAWA,19,19,0
ACCURATE DESIGN COMMUNICATION,18,16,2
LEXISNEXIS CANADA,18,14,4
UNIVERSITY OF OTTAWA,18,16,2
3755479 CANADA,18,14,4
RAYMOND CHABOT GRANT THORNTON,18,18,0
2946271 CANADA,18,18,0
TRIKORE CONSTRUCTION,18,17,1
BUSINESS LINE THE,17,17,0
ELSEVIER,17,14,3
ANSYS CANADA,17,13,4
IBISKA TELECOM,17,11,6
VCAN GROUP THE,17,9,8
RA MALATEST ASSOCIATES,17,16,1
THOMSON REUTERS SCIENTIFIC,17,15,2
DARE HUMAN RESOURCE,17,15,2
WOLSELEY CANADA,17,16,1
ALCAIDE WEBSTER ARCHITECTS,17,8,9
NEO INSIGHT,16,13,3
TRM TECHNOLOGIES,16,14,2
SIMPLEX INDUSTRIES,16,13,3
BP M GOVERNMENT IM IT,16,12,4
WSP,16,13,3
HYPERACTIVE PRODUCTIONS,16,15,1
ADELPHIA FLOOR SURFACES,16,16,0
INTERNATIONAL DATA,16,15,1
NOVA VISUAL PRODUCTS,15,15,0
LIGHTNING TREE CONSULTING,15,8,7
GUILLEVIN INTERNATIONAL,15,15,0
GROUPE CTT,15,13,2
ONPATH BUSINESS SOLUTIONS,15,12,3
IMPACT PUBLICATIONS MANAGEMENT,15,13,2
DB COMPANIES OF CANADA THE,15,15,0
EKOS RESEARCH ASSOCIATES,15,15,0
POSTMEDIA NETWORK,15,15,0
SHRED IT,15,11,4
3261620 CANADA,15,15,0
ADIRONDACK INFORMATION MANAGEMENT,15,9,6
TPG TECHNOLOGY CONSULTANTS,15,6,9
ACOLE DE LANGUES DE LESTRIE,15,14,1
FLEET CHRYSLER CANADA,14,14,0
ACART COMMUNICATIONS,14,13,1
HACKETT CONSULTING,14,12,2
LEARNING TREE INTERNATIONAL,14,13,1
DAIMLER,14,13,1
MAXSYS STAFFING CONSULTING,14,11,3
IT NET CONSULTANTS,14,12,2
KEYSIGHT TECHNOLOGIES CANADA,14,14,0
3422330 CANADA,14,14,0
WORKDYNAMICS TECHNOLOGIES,14,14,0
BRAINHUNTER,14,14,0
HICKLING ARTHURS LOW,14,14,0
DWYER GLASS,14,13,1
DONNA CONA,14,11,3
CANADIAN PRESS ENTERPRISES,13,12,1
COMPUCOM CANADA,13,13,0
SPI CONSULTANTS,13,13,0
SUSSEX CIRCLE,13,13,0
ASBEX,13,13,0
POI BUSINESS INTERIORS,13,12,1
SCHNEIDER ELECTRIC CANADA,13,12,1
PHASELOCK SYSTEMS INTERNATIONAL,13,13,0
CENTRE DE LANGUES CHAMPLAIN,13,13,0
